"grpid"	"inchikey"	"sirius_id"	"sirius_score"	"sirius_wscore"	"metfrag_id"	"metfrag_score"	"metfrag_wscore"	"sm_lid"	"sm_mid"	"sm_score"	"sm_wscore"	"probmetab_id"	"probmetab_score"	"probmetab_wscore"	"wscore"	"rank"
1	"RWRDLPDLKQPQOW-YZRHJBSPSA-N"	1	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	19
1	"DHMQDGOQFOQNFH-UHFFFAOYSA-N"	0	"0"	0	7	0	0	0	0	0	0	0	"0"	0	0	20
1	"HNJBEVLQSNELDL-UHFFFAOYSA-N"	0	"0"	0	2	0	0	0	0	0	0	0	"0"	0	0	21
1	"QQZWEECEMNQSTG-UHFFFAOYSA-N"	0	"0"	0	9	0	0	0	0	0	0	0	"0"	0	0	22
1	"RRUDCFGSUDOHDG-UHFFFAOYSA-N"	0	"0"	0	8	0	0	0	0	0	0	0	"0"	0	0	23
2	"IAZDPXIOMUYVGZ-BMQYTIHCSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	1
2	"IAZDPXIOMUYVGZ-CNRUNOGKSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	2
2	"IAZDPXIOMUYVGZ-DICFDUPASA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	3
2	"IAZDPXIOMUYVGZ-FIBGUPNXSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	4
2	"IAZDPXIOMUYVGZ-KLFIIISESA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	5
2	"IAZDPXIOMUYVGZ-KPAILUHGSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	6
2	"IAZDPXIOMUYVGZ-MICDWDOJSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	7
2	"IAZDPXIOMUYVGZ-QDNHWIQGSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	8
2	"IAZDPXIOMUYVGZ-UHFFFAOYSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	9
2	"IAZDPXIOMUYVGZ-UHFFFAOYSA-O"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	10
2	"IAZDPXIOMUYVGZ-VXAPJIEMSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	11
2	"IAZDPXIOMUYVGZ-WFGJKAKNSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	12
2	"IAZDPXIOMUYVGZ-ZCWHFVSRSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	13
2	"IAZDPXIOMUYVGZ-ZDOIIHCHSA-N"	2	"1.0"	0.25	0	0	0	0	0	0	0	0	"0"	0	0.25	14
12	"ONIBWKKTOPOVIA-UHFFFAOYSA-N"	0	"0"	0	0	0	0	53039	1	0.999694573444933	0.399877829377973	0	"0"	0	0.399877829377973	1
12	"ONIBWKKTOPOVIA-BYPYZUCNSA-N"	0	"0"	0	0	0	0	56787	20	0.878153278377607	0.351261311351043	0	"0"	0	0.351261311351043	2
14	"XYLMUPLGERFSHI-UHFFFAOYSA-N"	0	"0"	0	0	0	0	0	0	0	0	1	"0.512"	0.0512	0.0512	1
14	"UNKNOWN-KEGG-CID-C19549-uid-80725dcb-e7bf-4c41-a876-699f32dce8b1"	0	"0"	0	0	0	0	0	0	0	0	2	"0.488"	0.0488	0.0488	2
17	"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	0	"0"	0	0	0	0	0	0	0	0	3	"0.283"	0.0283	0.0283	1
17	"LQNUZADURLCDLV-UHFFFAOYSA-N"	0	"0"	0	0	0	0	0	0	0	0	4	"0.242"	0.0242	0.0242	2
17	"SIOXPEMLGUPBBT-UHFFFAOYSA-N"	0	"0"	0	0	0	0	0	0	0	0	5	"0.24"	0.024	0.024	3
17	"TWBYWOBDOCUKOW-UHFFFAOYSA-N"	0	"0"	0	0	0	0	0	0	0	0	6	"0.235"	0.0235	0.0235	4
27	"AGPKZVBTJJNPAG-UHFFFAOYSA-N"	0	"0"	0	0	0	0	53800	24	0.949407184435142	0.379762873774057	0	"0"	0	0.379762873774057	1
27	"SLXKOJJOQWFEFD-UHFFFAOYSA-N"	0	"0"	0	0	0	0	47307	22	0.713131273268968	0.285252509307587	0	"0"	0	0.285252509307587	2
27	"ROHFNLRQFUQHCH-UHFFFAOYSA-N"	0	"0"	0	0	0	0	53874	36	0.709980623708268	0.283992249483307	0	"0"	0	0.283992249483307	3
27	"GLUJNGJDHCTUJY-RXMQYKEDSA-N"	0	"0"	0	0	0	0	56902	44	0.706199843332604	0.282479937333041	0	"0"	0	0.282479937333041	4
27	"AGPKZVBTJJNPAG-CRCLSJGQSA-N"	0	"0"	0	0	0	0	56997	45	0.573181111147017	0.229272444458807	0	"0"	0	0.229272444458807	5
27	"LRQKBLKVPFOOQJ-YFKPBYRVSA-N"	0	"0"	0	0	0	0	56784	42	0.450855253600749	0.1803421014403	0	"0"	0	0.1803421014403	6
33	"WWNNZCOKKKDOPX-UHFFFAOYSA-N"	0	"0"	0	0	0	0	53038	47	0.988348875762198	0.395339550304879	0	"0"	0	0.395339550304879	1
33	"XFDUHJPVQKIXHO-UHFFFAOYSA-N"	0	"0"	0	0	0	0	52994	46	0.952224041438665	0.380889616575466	0	"0"	0	0.380889616575466	2
33	"RWZYAGGXGHYGMB-UHFFFAOYSA-N"	0	"0"	0	0	0	0	63861	48	0.162859686283756	0.0651438745135025	0	"0"	0	0.0651438745135025	3
42	"OIPILFWXSMYKGL-UHFFFAOYSA-N"	0	"0"	0	0	0	0	56713	50	0.987883033439122	0.395153213375649	0	"0"	0	0.395153213375649	1
42	"MLYMSIKVLAPCAK-LURJTMIESA-N"	0	"0"	0	0	0	0	56892	52	0.798374270386477	0.319349708154591	0	"0"	0	0.319349708154591	2
42	"JHEDYGILOIBOTL-NTSWFWBYSA-N"	0	"0"	0	0	0	0	56948	53	0.795924940028746	0.318369976011499	0	"0"	0	0.318369976011499	3
49	"HXNFUBHNUDHIGC-UHFFFAOYSA-N"	0	"0"	0	0	0	0	57012	54	0.797499583120692	0.318999833248277	0	"0"	0	0.318999833248277	1
61	"NGSWKAQJJWESNS-ZZXKWVIFSA-N"	0	"0"	0	0	0	0	56873	56	0.614739087109971	0.245895634843988	0	"0"	0	0.245895634843988	1
61	"PMOWTIHVNWZYFI-AATRIKPKSA-N"	0	"0"	0	0	0	0	56799	55	0.0653222481435069	0.0261288992574028	0	"0"	0	0.0261288992574028	2
65	"HRRYYCWYCMJNGA-UHFFFAOYSA-N"	0	"0"	0	0	0	0	56988	57	0.922344396381379	0.368937758552552	0	"0"	0	0.368937758552552	1
65	"JDHILDINMRGULE-LURJTMIESA-N"	0	"0"	0	0	0	0	56994	58	0.543840001021503	0.217536000408601	0	"0"	0	0.217536000408601	2
76	"OUYCCCASQSFEME-UHFFFAOYSA-N"	0	"0"	0	0	0	0	53421	67	0.885929099432399	0.35437163977296	0	"0"	0	0.35437163977296	1
76	"OUYCCCASQSFEME-QMMMGPOBSA-N"	0	"0"	0	0	0	0	56651	73	0.317028277180324	0.12681131087213	0	"0"	0	0.12681131087213	2
118	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	0	"0"	0	0	0	0	60680	75	0.154431627171406	0.0617726508685624	0	"0"	0	0.0617726508685624	1
213	"IAOZJIPTCAWIRG-GHMZBOCLSA-N"	0	"0"	0	0	0	0	27996	82	0.732743121176738	0.293097248470695	0	"0"	0	0.293097248470695	1
283	"PVHUJELLJLJGLN-UHFFFAOYSA-N"	0	"0"	0	0	0	0	64208	90	0.0890792813323194	0.0356317125329278	0	"0"	0	0.0356317125329278	1
351	"RUZYUOTYCVRMRZ-UHFFFAOYSA-N"	0	"0"	0	0	0	0	31704	91	0.975911986815783	0.390364794726313	0	"0"	0	0.390364794726313	1
